id,hash,address,output_index,data_hash,inline_datum,reference_script_hash,collateral,consumed_by_tx,created_at
498520d9-e1fc-4203-b25c-50d591b837db,5924322a9ceb1d804cca62846310d69ff0ffa175f302923316dece025e404785,addr1vxv3cyneqdn53cr4qjcz7zkvhqtwz2mh7qfme5lpf07svngpw6cz0,0,,,,False,00416c39a0b2ab22194a76df89689284e7ed251da204403efdc8866ebe2b92c9,2025-05-04 18:15:47.731553+00:00
e46e138c-1667-46a6-99dd-02da97acff47,5924322a9ceb1d804cca62846310d69ff0ffa175f302923316dece025e404785,addr1qywgh46dqu7lq6mp5c6tzldpmzj6uwx335ydrpq8k7rru4q6yhkfqn5pc9f3z76e4cr64e5mf98aaeht6zwf8xl2nc9qr66sqg,1,,,,False,a708789548eb730ab9a50d5c76004ff94aa3c53c22f32190e1933baccfa37876,2025-05-04 18:15:47.731560+00:00
bf3ad5c5-e12f-4dd2-8dd4-adac0f1e1974,f3097e962455cfee841e9e5b242b79168d7a5934db32cb0e186b1ee213d0599e,addr1qx0ncqjs75efqm7c3q5f7y47r85e75720j78uwhfhjx3csar7sjujjxajf88rtyueaeppczy9vuvvxjxhnrfaufnj5xq67l0an,0,,,,False,7974f8de575cb0041c9d3feaa5730fe940a0d3a095d47488372d6adb0f5672c9,2025-05-04 18:15:47.731581+00:00
