id,parent_id,tx_utxo_hash,unit,quantity,created_at
fe7474fe-5c1d-445e-b28d-83822a3f56d0,deff8d2e-a1a7-4c74-b2e2-eb2877c32f2a,a000c3044fca0ee824ec532c5cebe23a5ff05da31bce16c9cac4d07e0f0d3bde,lovelace,26015021282,2025-05-04 18:15:47.731546+00:00
50a3d0e9-a51d-45bd-9e66-ba60638c31a1,c465e035-91b5-4c0d-a573-7da2f49b2bcd,c11d56b1e27b46c77c4b1a5a6173544f062789f08230feabf9bc74a2b231b729,lovelace,89700000,2025-05-04 18:15:47.731546+00:00
