id,hash,address,tx_utxo_hash,output_index,data_hash,inline_datum,reference_script_hash,collateral,reference,created_at
deff8d2e-a1a7-4c74-b2e2-eb2877c32f2a,5924322a9ceb1d804cca62846310d69ff0ffa175f302923316dece025e404785,addr1qywgh46dqu7lq6mp5c6tzldpmzj6uwx335ydrpq8k7rru4q6yhkfqn5pc9f3z76e4cr64e5mf98aaeht6zwf8xl2nc9qr66sqg,a000c3044fca0ee824ec532c5cebe23a5ff05da31bce16c9cac4d07e0f0d3bde,1,,,,False,,2025-05-04 18:15:47.731546+00:00
c465e035-91b5-4c0d-a573-7da2f49b2bcd,f3097e962455cfee841e9e5b242b79168d7a5934db32cb0e186b1ee213d0599e,addr1q9ht7wx30g2m7nqd0slrm8gqnn0svym92rmwyvmxfndgczdr7sjujjxajf88rtyueaeppczy9vuvvxjxhnrfaufnj5xqv04xz3,c11d56b1e27b46c77c4b1a5a6173544f062789f08230feabf9bc74a2b231b729,0,,,,False,,2025-05-04 18:15:47.731574+00:00
